Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,712,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"11,451,010.10","11,279,021.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0712-06-004,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 137,567.77 pesos ( ciento treinta y siete mil quinientos sesenta y siete pesos 77/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, ya que se determinó que la Secretaría de Educación Pública realizó 13 pagos por cuenta y orden de la Secretaría de Educación y Deporte del Gobierno del Estado de Chihuahua, a 2 trabajadores que contaron con 2 plazas que fueron adscritos en 2 centros de trabajo en el Estado de Chihuahua, así como  en el Estado de Chiapas, los cuales no fueron compatibles geográficamente.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,712,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"11,451,010.10","11,279,021.70",Gobierno del Estado de Chihuahua,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,712,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"11,451,010.10","11,279,021.70",Gobierno del Estado de Chihuahua,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,713,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"217,215.30","196,561.20",Gobierno del Estado de Chihuahua,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,713,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"217,215.30","196,561.20",Gobierno del Estado de Chihuahua,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,713,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"217,215.30","196,561.20",Gobierno del Estado de Chihuahua,Solicitud de Aclaración,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 85,987.04 pesos ( ochenta y cinco mil novecientos ochenta y siete pesos 04/100 m.n. ),  más la actualización hasta su reintegro a la Tesorería de la Federación, por no comprometer al 31 de diciembre de 2017 los rendimientos financieros generados.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-005,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 29,752.19 pesos ( veintinueve mil setecientos cincuenta y dos pesos 19/100 m.n. ),  más los rendimientos financieros generados hasta su reintegro a la Tesorería de la Federación, ya que en los contratos de obra números DIF/LP/08/2017-A y DIF/LP/08/2017-B, se realizaron pagos de los recursos del Fondo de Infraestructura Social para las Entidades 2017 por 27,805.20 pesos (veintisiete mil ochocientos cinco pesos 20/100 m.n.) y 1,946.99 pesos (mil novecientos cuarenta y seis pesos 99/100 m.n.), sin formalizar el convenio modificatorio respectivo.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-002,2017-A-08000-16-0715-15-002/EPRA/????/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,445,543.84 pesos ( dos millones cuatrocientos cuarenta y cinco mil quinientos cuarenta y tres pesos 84/100 m.n. ),  más los rendimientos financieros generados hasta su reintegro a la Tesorería de la Federación, de los recursos del Fondo de Infraestructura Social para las Entidades 2017, que no habían sido pagados al primer trimestre del ejercicio fiscal 2018.",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 4,261,605.31 pesos ( cuatro millones doscientos sesenta y un mil seiscientos cinco pesos 31/100 m.n. ),  más los rendimientos financieros generados hasta su reintegro a la Tesorería de la Federación, ya que con el análisis de los contratos de obra núms. 144-OP-0008/17-DOP-OBRA y 144-OP-0012/17-DOP-OBRA, se verificó que se destinaron recursos de Fondo de Infraestructura Social para las Entidades 2017 para realizar pagos que corresponden al anticipo; sin embargo, no habían sido amortizados al 31 de julio de 2018 y no han sido presentadas las estimaciones correspondientes; asimismo, no se proporcionó evidencia que ampare ampliaciones de tiempo en los contratos ni su reintegro a la Tesorería de la Federación.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-004,2017-A-08000-16-0715-15-004/EPRA/0314/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 728,432.95 pesos ( setecientos veintiocho mil cuatrocientos treinta y dos pesos 95/100 m.n. ),  más los rendimientos financieros generados hasta su reintegro a la Tesorería de la Federación, ya que con el análisis del expediente técnico del contrato de obra núm. COESVI-E.024/2017 denominado ""Mejoramiento de 22 viviendas en las colonias Puerto Anapra y Ladrilleras de ciudad Juarez Chihuahua"", se constató que se realizaron acciones de mejoramiento de vivienda; sin embargo, no se encontró reportada ni autorizada por la Secretaría de Desarrollo Social.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-16-0715-06-006,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,102,317.80 pesos ( dos millones ciento dos mil trescientos diecisiete  pesos 80/100 m.n. ),  más los rendimientos financieros generados hasta su reintegro a la Tesorería de la Federación, ya que con la revisión de los contratos núms. DIF/LP/08/2017-A, DIF/LP/08/2017-B, DIF/LP/08/2017-C y DIF/LP/08/2017-D, se constató que no se aplicaron penas convencionales por atraso en las entregas de los bienes pactados.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,10
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,715,Recursos del Fondo de Infraestructura Social para las Entidades,"158,078.30","110,432.70",Gobierno del Estado de Chihuahua,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Cumplimiento Financiero con Enfoque de Desempeño,718,Sistema de Evaluación del Desempeño del Gasto Federalizado,-,-,-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Informe de Presunta Responsabilidad Administrativa,,,,,1,4
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 5,767,971.96 pesos ( cinco millones setecientos sesenta y siete mil novecientos setenta y un pesos 96/100 m.n. ), por la falta de acreditación de recursos del Fondo Metropolitano de 2017 asignados a las zonas metropolitanas de Juárez y Chihuahua, que no fueron vinculados a compromisos y obligaciones formales de pago al cierre del ejercicio fiscal de 2017, ni reintegrados a la Tesorería de la Federación junto con los intereses que se generen a la fecha de su recuperación.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-008,2017-A-08000-04-1607-15-008/EPRA/0304/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 876,511.32 pesos ( ochocientos setenta y seis mil quinientos once pesos 32/100 m.n. ), por concepto de pagos en demasía realizados en las estimaciones núms. 1 a la 5 del contrato de obra pública núm. 066-2017-E78-JCAS-METROPOLITANO, que resultan de la diferencias pagada de 1,081,058.11 pesos (un millón ochenta y un mil cincuenta y ocho pesos 11/100 m.n. ), por un volumen de 18,748.84 m³, en el concepto núm. 1131 03A ""Relleno apisonado para acostillado en zanjas compactado al 85.0% proctor......"", con un precio unitario de 57.66 pesos/m³; con respecto a la que se debió pagar de 204,546.54 pesos (doscientos cuatro mil quinientos cuarenta y seis pesos 54/100 m.n. ), por 3,547.46 m³ de material de relleno apisonado determinado por la Auditoría Superior de la Federación al analizar la sección de conformidad con el proyecto, aunado a que los informes de compactación del laboratorio de calidad presentados por la contratista para verificar el porcentaje de compactación de las capas de relleno, no cumplen con lo dispuesto en la Norma ASTM D-1157 referida en las especificaciones técnicas generales, ya que no contienen, entre otros, el procedimiento usado en la prueba, la gráfica de la curva de compactación obtenida y la descripción del pisón utilizado.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 3,827,977.22 pesos ( tres millones ochocientos veintisiete mil novecientos setenta y siete pesos 22/100 m.n. ), por concepto de la falta de acreditación de recursos del fondo de Proyectos de Desarrollo Regional de 2017 que no fueron ejercidos mediante los contratos de obras públicas núms. 144-OP-0076/17-DC/OBRA y 144-OP-0081/17-DC/OBRA, antes de la fecha de término establecida en los convenios para el otorgamiento de subsidios celebrados al amparo de dicho fondo, más los rendimientos financieros generados a la fecha de su entero.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 3,409,564.24 pesos ( tres millones cuatrocientos nueve mil quinientos sesenta y cuatro pesos 24/100 m.n. ), por la falta de recuperación de 2,981,506.51 pesos (dos millones novecientos ochenta y un mil quinientos seis pesos 51/100 m.n.), del anticipo otorgado que no fue amortizado más 428,057.73 pesos (cuatrocientos veintiocho mil cincuenta y siete pesos 73/100 m.n.), por la falta de aplicación de la sanción a la contratista por el incumplimiento al programa de ejecución del contrato de obra pública a precios unitarios y tiempo determinado núm. 144-OP-0045/17-DC/OBRA, formalizado por la Secretaria de Comunicaciones y Obras Públicas del Gobierno del Estado de Chihuahua con cargo a los recursos del fondo de Proyectos de Desarrollo Regional (PDR) de 2017.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-010,2017-A-08000-04-1607-15-010/EPRA/????/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 361,928.40 pesos ( trescientos sesenta y un mil novecientos veintiocho pesos 40/100 m.n. ), por pagos no justificados en el contrato de obra pública núm. 066-2017-E78-JCAS-METROPOLITANO realizados en las estimaciones núms. 1 a la 5 por el concepto núm. 02, ""Pago por afectación de cultivos existentes (sorgo, algodón, nogal, etc.)"", debido a que en la tarjeta informativa del 8 de noviembre de 2016 la Junta Central de Aguas y Saneamiento estatal estableció que las delimitaciones del derecho de propiedad y servidumbre de paso no eran aplicables para el proyecto en comento; asimismo, con la tarjeta informativa del 16 de noviembre de 2016 se precisó que tampoco la gestión y obtención de las licencias y permisos ante autoridades correspondientes se aplicaban al proyecto referido, ya que su construcción se efectuaría sobre los ejes de calles y la colocación de sus pozos de visita se realizaría en cada uno de sus cruceros, por lo que no se afectaría ningún cruce de carretera, dren, canal o vía de acceso, además, no presentó la documentación soporte que acreditó las afectaciones que en su caso existieron, la manera en que se determinaron, quién las avaló y la demostración de su pago.",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-011,2017-A-08000-04-1607-15-011/EPRA/0337/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 2,250,000.00 pesos ( dos millones doscientos cincuenta mil pesos 00/100 m.n. ), por concepto de recursos no devengados en el proyecto para el cual fueron asignados, ni fueron reintegrados a la cuenta que administró los recursos del Fondo Minero en el Banco del Ahorro Nacional y Servicios Financieros, S.N.C. o, en su caso, a la Tesorería de la Federación, junto con los rendimientos financieros generados al cierre y cancelación de esa cuenta.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-007,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 210,817.10 pesos ( doscientos diez mil ochocientos diecisiete  pesos 10/100 m.n. ), por pagos en demasía realizados en las estimaciones 1 a la 5 del contrato de obra pública núm. 066-2017-E78-JCAS-METROPOLITANO, que resulta de la diferencias pagada de 1,314,593.51 pesos (un millón trescientos catorce mil quinientos noventa y tres pesos 51/100 m.n. ), por un volumen de 41,029.76 m³ del concepto núm. 11100 02, ""Excavación con equipo para zanjas en material común..."", con un precio unitario de 32.04 pesos/m³;  con respecto a la que se debió pagar de 1,103,776.41 (un millón ciento tres mil setecientos setenta y seis pesos 41/100 m.n. ), por un volumen de 34,449.95 m³ de material de excavación determinado por la Auditoría Superior de la Federación al analizar la sección del proyecto, de acuerdo con el diámetro de la tubería y sin considerar el volumen de las excavaciones fuera de la línea de proyecto ni la remoción de los derrumbes originados por causas imputables a la contratista, lo cual se considera como volumen de sobre excavaciones.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-009,2017-A-08000-04-1607-15-009/EPRA/0295/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 781,163.44 pesos ( setecientos ochenta y un mil ciento sesenta y tres pesos 44/100 m.n. ), por concepto de pagos en demasía realizados en las estimaciones núms. 1 a la 5 del contrato de obra pública núm. 066-2017-E78-JCAS-METROPOLITANO, que se integran de la siguiente manera: 387,086.78 pesos (trescientos ochenta y siete mil ochenta y seis pesos 78/100 m.n.),  que resultan de la diferencia pagada por un volumen de 47,039.27 m³, del concepto núm. 9000 05, ""Acarreo 1er. km de materiales pétreos, arena, grava, mat. producto de excavación......"", con un precio unitario de 10.28 pesos /m³, con respecto a la que se debió pagar por un volumen de 9,384.91 m³ de acarreo al primer kilómetro de materiales producto de excavación, determinado por la Auditoría Superior de la Federación al analizar la sección de excavación de conformidad con el proyecto; y 394,076.66 pesos (trescientos noventa y cuatro mil setenta y seis pesos 66/100 m.n.), que resultan del pago del concepto núm. 9002 05, ""Acarreo kilómetros subsecuentes al 1o. de mat......"", que la entidad fiscalizada realizó por la distancia entre el banco de tiro y el centro de gravedad de la obra, con respecto al importe que se debió pagar por la diferencia de 1.74 km existente, al ser analizada dicha distancia por la ASF.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-004,2017-A-08000-04-1607-15-004/EPRA/0094/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 1,358,511.16 pesos ( un millón trescientos cincuenta y ocho mil quinientos once pesos 16/100 m.n. ), por concepto de rendimientos financieros generados en las cuentas específicas que administraron los recursos de los fondos metropolitanos de Juárez y Chihuahua, que se integran de la siguiente manera: 187,841.20 pesos (ciento ochenta y siete mil ochocientos cuarenta y un pesos 20/100 m.n.), que no se comprometieron o vincularon a compromisos y obligaciones formales de pago al 31 de diciembre de 2017, ni fueron reintegrados a la Tesorería de la Federación a más tardar en los siguientes 15 días naturales del cierre de dicho ejercicio; más 1,170,669.96 pesos (un millón ciento setenta mil seiscientos sesenta y nueve pesos 96/100 m.n.), generados de enero a julio de 2018 en dichas cuentas, los cuales a la fecha de la revisión (agosto de 2018), no se habían reintegrado a la Tesorería de la Federación, junto con su actualización a la fecha de cierre y cancelación de esas cuentas por parte de los comités de los fideicomisos núms. 2176 Fondo Metropolitano de Juárez y 2177 Fondo Metropolitano de Chihuahua.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-006,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua  por un monto de 149,978.76 pesos ( ciento cuarenta y nueve mil novecientos setenta y ocho pesos 76/100 m.n. ), por concepto de pago de obra no ejecutada realizado en las estimaciones de la 1 a la 5 del contrato de obra pública núm. 066-2017-E78-JCAS-METROPOLITANO, por un volumen de 1,354.21 m³ del concepto núm. 1130 02 ""Plantilla apisonada al 85.0% proctor en zanjas con material producto de banco..."", conforme a un precio unitario de 110.75 pesos/m³, debido a que con la visita de verificación efectuada el 26 de septiembre de 2018 por personal de la Auditoría Superior de la Federación y de la Junta Central de Aguas y Saneamiento estatal, se constató que en la ejecución de los trabajos para la colocación de la tubería de polietileno de alta densidad (PEAD) de 72"" (1,830 mm) no se colocó la plantilla apisonada.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-005,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 9,343,398.63 pesos ( nueve millones trescientos cuarenta y tres mil trescientos noventa y ocho pesos 63/100 m.n. ), por concepto de recursos pendientes de ejercer en las cuentas específicas que administraron los recursos de los fondos metropolitanos de Juárez y Chihuahua que se integran de la siguiente manera: 2,011,859.72 pesos (dos millones once mil ochocientos cincuenta y nueve pesos 72/100 m.n.), se refieren a la ""rehabilitación del colector Teófilo Borunda, entre las calles Francisco Villareal Torres y Boulevard Manuel Gómez Morín"", que contó con una prórroga autorizada por la Secretaría de Hacienda y Crédito Público para ejercer los recursos a más tardar el 31 de octubre de 2018; 1,765,981.68 pesos (un millón setecientos sesenta y cinco mil novecientos ochenta y un pesos 68/100 m.n.), corresponden a la ""construcción de la ciclo ruta en Cd. Juárez""; y 5,565,557.23 pesos (cinco millones quinientos sesenta y cinco mil quinientos cincuenta y siete pesos 23/100 m.n.), de la ""rehabilitación del relleno sanitario metropolitano de Chihuahua"", en estos dos últimos casos la vigencia de su calendario de ejecución y gasto concluyó el 31 de julio de 2018, sin que en los tres casos se haya proporcionado evidencia de su ejercicio o, en su caso, de su reintegro a la Tesorería de la Federación junto con los rendimientos financieros generados a la fecha de su entero.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Pliego de Observaciones,2017-A-08000-04-1607-06-012,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal del Gobierno del Estado de Chihuahua por un monto de 35,193.59 pesos ( treinta y cinco mil ciento noventa y tres pesos 59/100 m.n. ), por la autorización del pago en demasía de 2,889.46 kg ""Cemento asfáltico tipo PG 64-22 con polímeros, utilizado en carpeta asfáltica"" (concepto extraordinario núm. 02), mediante las estimaciones núms. 7 y 8 pagos del contrato de obra pública núm. 144-OP-00041/17-DC/OBRA, con cargo a los recursos del Fondo Minero de 2017.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Chihuahua,Chihuahua,Inversiones Físicas,1607,Programas y Fondos Federales en el Estado de Chihuahua,"617,653.50","617,653.50",Gobierno del Estado de Chihuahua,Recomendación,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,768,Apoyos a Centros y Organizaciones de Educación,"497,000.00","394,742.10",Gobierno del Estado de Coahuila de Zaragoza,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,768,Apoyos a Centros y Organizaciones de Educación,"497,000.00","394,742.10",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0768-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 154,998.98 pesos ( ciento cincuenta y cuatro mil novecientos noventa y ocho pesos 98/100 m.n. ), más los rendimientos financieros generados desde su disposición y hasta su reintegro a la Tesorería de la Federación, por pagos a empleados que  no se acreditaron el cumplimiento del perfil requerido para el desempeño de sus puestos asignados.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,768,Apoyos a Centros y Organizaciones de Educación,"497,000.00","394,742.10",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0768-06-001,2017-A-05000-15-0768-15-001,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,214,411.34 pesos ( un millón doscientos catorce mil cuatrocientos once pesos 34/100 m.n. ), más los rendimientos financieros generados desde su disposición y hasta su reintegro a la Tesorería de la Federación, por las transferencias indebidas a otras cuentas bancarias y sus rendimientos financieros no devueltos a la cuenta del programa.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,768,Apoyos a Centros y Organizaciones de Educación,"497,000.00","394,742.10",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Informe de Presunta Responsabilidad Administrativa,,,,,1,3
